Endurance_meters,Sprint10m_seconds,Flying20m_seconds,Agility_seconds,CMJ_cm,Squat_BW_multiple,StrengthBW_multiple,BodyFat_percent,PlayerPosition,TrainingStatus,FitnessOutput
1015.8,1.665,2.494,10.664,54.5,1.37,1.68,12.1,DF,Completed,Unfit
1121.5,1.826,3.098,10.097,44.9,1.81,1.13,15.2,MF,Not Completed,Unfit
,1.86,3.181,10.245,60.3,1.83,1.45,12.3,DF,Completed,Unfit
1092.9,1.646,2.932,8.765,34.6,1.8,1.66,4,DF,Completed,Unfit
1387,2.042,3.177,9.912,50.3,1.64,1.24,9.4,DF,Completed,Unfit
1094.8,1.999,2.981,10.018,23.3,1.2,1.23,6.6,DF,Not Completed,Unfit
13616,1.747,2.806,9.775,49.9,2.42,1.63,13.1,FW,Partial,Unfit
1402.3,1.766,2.958,9.295,42.3,1.68,1.17,8,GK,Not Completed,Unfit
1077.6,1.651,2.898,9.186,60.8,1.66,1.55,9.6,FW,Partial,Fit
1413.1,1.744,2.931,9.535,49.2,1.17,1.47,15,MF,Partial,Unfit
1630.2,1.702,2.956,8.681,52.8,1.75,1.32,11.3,MF,Completed,Fit
1591.5,2.001,2.773,9.253,68.6,2.07,1.57,6.6,GK,Completed,Unfit
1769.2,1.925,2.862,,64.7,1.61,1.55,11.8,GK,Completed,Fit
2021.3,1.724,2.713,9.87,59.5,2.19,1.15,11.6,MF,Partial,Unfit
1229.7,1.826,2.846,10.332,61.8,0.8,1.52,5.7,FW,Partial,Unfit
1719.8,1.871,2.332,9.689,48.5,1.71,1.36,8.4,GK,Completed,Unfit
1413,1.927,2.865,10.057,61.8,1.56,1.24,12.6,MF,Completed,Fit
,1.4,2.764,9.659,42.3,1.61,1.19,10.3,FW,Completed,Unfit
1551.1,1.767,2.853,10.049,50.7,1.57,1.12,5,FW,Partial,Unfit
802.3,1.924,2.786,9.665,68.2,1.7,1.53,15.1,GK,Not Completed,Unfit
1447.9,1.734,2.823,9.609,57,2.03,1.97,11.4,GK,Completed,Fit
1343.7,1.814,2.961,9.294,57.5,1.58,1.13,8.7,GK,Completed,Unfit
990.2,1.764,2.916,10.148,48.3,1.86,1.64,12,DF,Completed,Unfit
1121.9,1.815,3.369,10.751,49.9,1.82,1.49,8.9,FW,Not Completed,Unfit
1342.9,1.817,2.759,9.735,52.3,1.74,1.11,14,MF,Not Completed,Unfit
1098.2,1.876,2.779,10.17,49,1.82,1.65,11.9,GK,Completed,Unfit
1166.5,1.867,2.666,8.691,63.3,1.84,1.37,15.9,DF,Not Completed,Unfit
1152.2,1.856,2.418,8.321,59.3,1.29,0.86,7.6,FW,Partial,Unfit
870.5,1.739,2.79,9.652,52.3,1.43,0.93,10,DF,Partial,Unfit
1281.4,1.753,2.651,10.386,41.3,1.69,1.31,6.9,MF,Not Completed,Unfit
1847,,2.859,10.061,47.9,2.16,1.61,11.2,GK,Completed,Unfit
1203.7,1.833,3.056,9.004,59.7,1.56,1.44,7.6,MF,Not Completed,Fit
1507.4,1.732,3.038,9.154,42.2,1.81,1.04,9.7,DF,Partial,Unfit
891,1.897,2.859,9.539,67.3,1.64,1.35,8.8,MF,Not Completed,Unfit
1555.9,1.646,3.372,,,2.13,1.3,8.7,GK,Partial,Unfit
1232.4,2.175,3.342,10.434,49,1.84,1.3,14,DF,Not Completed,Unfit
1065.4,1.997,2.564,10.316,67,2.13,1.6,16.4,GK,Partial,Unfit
1167.2,1.828,2.659,9.526,68.1,1.53,1.08,10.1,FW,Partial,Unfit
1528.8,1.648,,9.875,35,1.69,1.9,11.9,GK,Not Completed,Unfit
1376.6,1.949,2.783,10.444,58.9,1.63,1.57,7.2,MF,Completed,Fit
1140.3,1.853,2.794,10.166,54.7,1.26,1.67,11.3,DF,Partial,Unfit
1377.5,1.897,2.995,9.204,51.2,1.37,1.21,13.7,GK,Partial,Fit
1144.7,1.839,2.69,9.37,35.4,1.81,1.9,8.8,GK,Not Completed,Unfit
1634.4,2.077,2.927,9.925,66.5,1.47,1.92,4.4,FW,Not Completed,Unfit
1259.2,1.97,2.912,10.14,51.1,1.49,0.92,17.8,DF,Completed,Unfit
1471.1,1.823,2.895,10.533,70.7,1.79,1.6,16.4,GK,Partial,Unfit
986.8,1.902,3.419,9.861,57.7,1.4,1.57,10.1,FW,Not Completed,Unfit
1611,1.998,2.868,10.091,70.4,1.73,1.16,6.4,DF,Completed,Unfit
882.4,2.114,3.041,9.291,37.6,1.73,1.65,7.9,GK,Not Completed,Unfit
1894,1.858,2.766,9.898,47.3,1.47,1.52,13,GK,Partial,Unfit
17131,1.796,3.3,8.728,72.4,1.09,1.13,11.5,DF,Completed,Unfit
1286.2,1.926,2.529,9.596,,1.85,1.37,7.3,GK,Partial,Fit
1901.7,1.758,2.821,9.9,36.7,2.36,1.04,7.9,MF,Not Completed,Unfit
1184.2,1.844,3.014,10.703,,1.68,1.01,10.1,GK,Partial,Unfit
1523.2,1.866,3.053,8.978,52.8,1.9,1.5,9,MF,Not Completed,Fit
1401,1.918,3.087,9.557,63.3,1.75,1.36,10.1,MF,Not Completed,Fit
1223.8,2.017,2.995,11.35,49.3,1.36,1.16,4.5,DF,Completed,Unfit
1290.6,1.619,2.828,10.482,52.3,1.46,1.67,9.8,DF,Partial,Fit
1460,1.881,2.742,8.097,44.6,1.9,0.84,14.8,GK,Completed,Unfit
1306.8,1.981,3.156,10.468,48.4,1.67,1.61,11.6,DF,Partial,Unfit
1772.3,1.804,3.149,9.417,58.4,1.7,1.54,10.8,DF,Not Completed,Unfit
883.3,1.873,2.78,9.025,52.3,1.72,1.43,9.8,MF,Completed,Unfit
1628.3,1.735,2.973,10.237,54.9,2.19,1.57,17.3,MF,Completed,Unfit
1334,1.704,2.853,9.353,61.8,1.35,1.55,5.8,MF,Not Completed,Fit
1165,1.548,2.995,9.778,46.4,1.71,1.08,10.3,MF,Not Completed,Unfit
1273,1.719,2.667,9.377,62.7,1.98,1.19,12.7,DF,Partial,Unfit
1191.3,2.039,2.676,8.711,51,1.51,1.7,9.2,DF,Partial,Unfit
971.9,1.793,2.675,10.367,59.2,1.63,1.43,15.1,FW,Completed,Unfit
1122.7,1.717,3.036,8.92,56.3,1.21,1.85,11.9,GK,Completed,Unfit
730.6,1.749,2.981,10.704,57.6,1.59,1.44,10.4,DF,Not Completed,Unfit
1190.8,1.835,3.122,9.473,40.6,1.75,12.3,9.6,MF,Completed,Unfit
1115.4,2.103,3.057,8.138,61.5,1.7,1.38,5.1,FW,Completed,Unfit
1442.9,1.895,2.864,9.226,66.6,1.53,1.5,11.4,DF,Completed,Fit
1196.1,1.969,2.951,10.25,45.9,2.38,1.62,12.7,GK,Not Completed,Unfit
1223.5,1.935,2.624,8.81,45.2,1.68,1.62,13.5,MF,Not Completed,Unfit
1454,1.832,3.244,8.29,55,1.89,1.31,8.8,MF,Completed,Unfit
1178.1,1.729,3.114,10.661,59.1,2.01,1.21,8.9,FW,Not Completed,Unfit
1283.8,2.131,2.68,10.245,59.9,1.59,1.65,11.9,GK,Partial,Unfit
1439.1,1.793,2.786,10.683,52.1,1.4,1.24,14.6,FW,Completed,Unfit
1362.3,1.836,2.809,9.5,54.7,1.58,1.63,9,DF,Partial,Fit
,1.962,3.221,10.358,56.3,1.45,1.57,11.5,GK,Not Completed,Unfit
1756.6,1.784,3.214,9.485,61.3,2.37,1.84,7.2,GK,Completed,Unfit
1242.2,2.304,2.931,9.302,63.3,1.63,1.24,14.4,FW,Completed,Unfit
1354.7,2.024,2.885,9.472,58.5,1.66,1.11,4.6,FW,Completed,Unfit
1443.7,1.963,2.711,9.408,43.4,1.81,1.44,12.8,GK,Completed,Unfit
881.8,1.78,3.255,10.663,51.1,1.67,1.77,12.6,MF,Completed,Unfit
1023.6,1.63,3.342,8.805,57.7,1.52,1.37,8.4,GK,Partial,Unfit
1307.1,1.767,2.916,9.155,52.4,1.34,1.48,10.1,GK,Partial,Fit
1117.5,1.953,2.726,8.792,81.1,1.19,1.78,7.9,DF,Partial,Unfit
978.9,1.686,2.889,9.654,51.4,1.59,1.79,11.4,MF,Completed,Unfit
1216.6,1.961,2.861,9.22,54.8,1.74,1.02,10.1,MF,Not Completed,Unfit
954.1,1.95,2.2,9.129,69.2,2.26,1.36,10.6,DF,Partial,Unfit
950.4,1.846,2.761,9.275,61.6,1.73,1.04,5.8,FW,Not Completed,Unfit
1393,1.74,2.71,10.149,51.9,2,1.25,6.7,FW,Partial,Fit
1283.9,1.929,,9.247,59.7,1.62,1.57,12.4,GK,Completed,Fit
1121.2,1.625,2.751,9.308,49.1,2.12,1.23,10.3,GK,Partial,Unfit
1166.3,1.835,3.11,8.103,667,1.69,1.71,10.2,MF,Completed,Unfit
954.8,1.788,3.153,9.012,59.1,1.65,0.94,9.8,GK,Not Completed,Unfit
1377.8,1.75,2.948,9.242,53.6,1.7,1.49,10.9,FW,Completed,Fit
1465.9,1.756,2.835,8.515,57.8,1.62,1.49,8.1,MF,Not Completed,Fit
881.8,1.844,2.681,8.972,46,1.47,1.67,16.9,FW,Partial,Unfit
1051.3,1.874,2.955,9.961,68.4,1.89,1.02,11.5,MF,Partial,Unfit
1513.1,1.808,2.922,9.526,49.4,1.41,1.54,4,FW,Partial,Unfit
1381.6,1.889,2.595,10.868,52.3,1.42,1.61,7.5,MF,Completed,Unfit
903.8,1.726,3.177,9.983,49.4,2.09,1.25,13.5,FW,Not Completed,Unfit
1454.4,1.663,2.988,10.078,,1.4,1.37,9.5,DF,Completed,Unfit
511.5,2.091,2.877,10.663,56.9,1.7,1.45,7.4,GK,Not Completed,Unfit
1921.3,1.902,2.844,10.189,69.4,1.73,1.55,11.6,DF,Not Completed,Fit
1283.4,1.759,2.743,8.918,78.3,2.23,1.56,11.3,GK,Not Completed,Fit
1324.3,1.924,3.028,8.955,62.1,1.95,1.3,8.9,GK,Partial,Fit
1566.6,1.788,2.955,8.496,54.2,1.65,1.57,9.6,DF,Completed,Fit
1750.6,1.949,2.816,10.208,41.7,1.26,1.3,9.8,DF,Completed,Unfit
1513,1.53,2.962,10.449,46.9,2.33,1.09,6,MF,Not Completed,Unfit
1053.6,2.004,2.975,8.842,62.6,2.06,1.35,11.2,GK,Partial,Unfit
799.4,2.055,3.096,9.118,46.3,2.12,1.8,5.3,MF,Completed,Unfit
1694.3,2.101,3.342,8.018,59.4,2,1.49,13,MF,Completed,Unfit
1518.7,1.859,2.732,10.034,48.6,1.7,1.44,9.4,FW,Not Completed,Unfit
1113,,3.306,9.727,47.6,1.73,1.52,113,DF,Partial,Unfit
1280,,2.902,9.407,52.7,1.63,1.51,9.5,DF,Partial,Unfit
1065.1,1.764,2.915,10.592,49.1,2.08,0.92,8.1,GK,Completed,Unfit
1138.2,1.589,2.812,10.314,36.6,1.63,1.3,15.4,DF,Not Completed,Unfit
1405.5,1.906,2.961,10.194,50.3,1.67,1.23,10.6,GK,Completed,Fit
1253.5,1.769,2.574,9.594,56.9,1.63,1.94,12,MF,Completed,Fit
1298.3,1.93,2.745,10.044,52.8,2.06,1.45,6.4,GK,Partial,Fit
1171.5,1.685,2.864,9.751,62.1,1.79,1.18,11.2,FW,Not Completed,Unfit
1174.9,2.023,2.35,7.73,45.4,1.65,0.94,11.7,FW,Completed,Unfit
1114.7,2.026,2.986,10.612,63.3,1.99,1.43,12.3,DF,Not Completed,Unfit
1165.5,2.007,,9.485,57,1.44,1.55,11.2,GK,Partial,Unfit
1282.5,1.876,2.839,9.887,61.8,1.95,1.33,7.9,DF,Partial,Fit
967.4,1.847,3.153,9.627,59,1.11,0.93,11.3,FW,Completed,Unfit
1299.9,1.717,3.047,9.282,47.1,2.11,1.43,8.1,MF,Completed,Unfit
1429.1,2.134,2.822,10.146,53.7,1.41,1.42,6.9,DF,Completed,Unfit
1387.8,1.821,2.74,10.806,58.6,2.05,1.37,5.3,DF,Completed,Unfit
1534,1.915,2.776,8.992,78.9,1.71,1.38,10.5,GK,Completed,Fit
1446.4,1.871,2.776,9.743,39.9,2.1,1.17,7.2,MF,Completed,Unfit
1316.4,1.974,2.406,10.256,69.2,1.59,1.32,10.2,GK,Not Completed,Fit
1116.4,,2.731,9.003,51.1,1.72,1.16,11,MF,Completed,Unfit
1273.8,1.98,2.955,9.773,49.5,1.19,1.37,7.2,DF,Partial,Unfit
1173.3,1.561,2.671,9.118,42.3,1.74,0.99,14.4,DF,Partial,Unfit
1687.1,1.807,2.67,9.321,63.3,1.41,1.25,8.5,DF,Partial,Fit
1367,1.883,3.055,10.079,47.8,1.53,1.6,8,DF,Partial,Unfit
1184.5,1.875,2.879,10.343,61.3,2.22,1.82,9.6,FW,Partial,Fit
1356.1,1.909,2.853,9.45,49.7,1.48,1.35,6,MF,Completed,Unfit
,1.82,2.608,8.892,53.6,1.55,1.5,7.4,MF,Partial,Fit
1966.7,1.775,2.846,9.244,61.3,2.05,0.96,7.8,GK,Not Completed,Unfit
1290.2,2.046,2.2,8.283,67.2,1.16,1.48,6.9,MF,Partial,Unfit
1496.9,1.833,3.186,9.376,73.8,1.7,1.42,14.6,GK,Completed,Unfit
1469.3,1.734,2.751,9.778,47.2,2.11,1.53,6.3,FW,Completed,Unfit
1492.7,1.56,2.909,9.247,57.8,2.02,1.55,9.7,MF,Completed,Fit
1208.5,1.781,2.793,8.611,49.9,1.88,1.42,16.6,MF,Partial,Unfit
996.3,1.688,2.404,8.7,67.3,2.03,1.21,10.5,MF,Not Completed,Unfit
10672,1.818,2.967,8.843,50.8,1.42,1.28,5.6,FW,Completed,Fit
1493.9,1.861,2.765,,49.2,1.02,1.63,8.6,MF,Partial,Unfit
1246,2.029,2.699,,51.7,1.61,1.17,6.1,MF,Partial,Unfit
1685,2.06,2.856,9.81,53.7,1.31,1.58,4.3,GK,Partial,Unfit
1488.7,1.599,2.58,9.292,763,1.27,1.12,6.2,DF,Partial,Unfit
1835.3,1.943,2.556,9.744,58.1,1.23,1.5,4.8,GK,Completed,Unfit
1491.1,1.893,2.484,8.769,27.5,1.59,1.41,8.2,MF,Completed,Unfit
1239.1,1.921,2.869,9.549,68.5,1.74,1.55,13.8,DF,Completed,Fit
1244.3,1.975,2.675,10.209,67.8,1.91,1.16,14.4,MF,Partial,Unfit
1495.5,1.872,2.987,9.949,48.7,1.52,1.5,13.5,MF,Not Completed,Unfit
1137,2.029,2.922,9.047,48.7,1.85,1.82,8.6,MF,Completed,Unfit
930.4,1.959,2.459,10.315,54.7,1.37,1.63,8.1,MF,Partial,Unfit
1366.4,1.897,2.222,10.376,51.7,1.86,1.43,7.9,MF,Partial,Fit
1174.4,,3.587,9.263,46,1.18,1.45,7.5,DF,Completed,Unfit
1556.1,1.484,2.811,9.971,58.3,1.88,1.78,5.5,FW,Partial,Fit
1463.4,2.034,3.038,11.111,73.9,1.4,1.44,14.4,MF,Completed,Unfit
1236.3,1.835,2.838,9.606,52.1,2.34,0.9,10.6,MF,Completed,Unfit
1294.7,2.004,2.669,10.287,53.4,2.22,1.5,10.8,DF,Not Completed,Unfit
1240.7,1.991,2.929,9.003,62,2.12,1.09,12.7,MF,Partial,Unfit
1290.1,1.774,2.426,10.507,56.7,1.8,1.23,10.8,MF,Not Completed,Unfit
939.6,1.947,2.701,9.793,38.7,1.82,1.5,8.9,GK,Completed,Unfit
973.5,1.922,2.439,8.886,46.1,2.1,1.89,8.6,DF,Partial,Unfit
1916.7,1.827,2.535,9.298,57.1,1.56,1.49,15.1,MF,Partial,Unfit
1102.5,1.782,2.668,9.13,52.7,1.61,1.18,12.6,GK,Completed,Unfit
1210.5,1.836,2.816,9.457,46.9,1.7,1.09,5.2,FW,Partial,Unfit
1395.9,1.931,2.67,10.06,66.8,1.55,1.8,11.5,DF,Partial,Fit
1565.1,1.718,2.831,9.434,,1.73,1.19,12,MF,Not Completed,Unfit
1499.2,1.4,3.018,,57.7,2.03,1.47,9.7,FW,Partial,Fit
1461.1,,2.955,,49.3,1.5,1.31,13.5,DF,Partial,Unfit
1425.3,1.698,2.931,10.146,50.3,1.9,1.22,6.9,MF,Partial,Fit
1245.8,1.678,2.755,,55.9,1.39,1.58,6.7,DF,Partial,Fit
748,1.843,2.645,10.279,67.4,1.71,1.44,12.2,MF,Completed,Unfit
1357.1,2.06,3.121,10.22,49.1,2.03,1.46,8.2,FW,Partial,Unfit
1196.7,1.9,2.609,,67.8,2.1,1.64,6.1,DF,Partial,Fit
1556,1.72,2.571,10.228,52.1,1.63,1.43,8.6,FW,Partial,Fit
1720.9,1.935,3.031,10.04,42,1.6,1.24,13.2,DF,Not Completed,Unfit
1472.6,1.733,2.912,10.72,54.6,2.05,1.44,9.6,DF,Completed,Unfit
1388.8,1.993,2.527,10.674,36.9,1.52,1.65,12.2,MF,Not Completed,Unfit
1140.2,1.781,3.007,9.733,50.1,1.77,1.62,7.8,MF,Completed,Fit
1113.5,1.742,2.941,10.001,37.7,1.1,1.45,11.1,GK,Partial,Unfit
1553.3,1.841,2.667,9.367,25.2,2.04,1.2,14.1,FW,Completed,Unfit
1373.1,1.836,2.933,9.928,57.2,2.29,1.5,7.9,GK,Completed,Fit
1747.7,1.765,2.787,10.845,57.5,1.63,1.48,8.8,MF,Completed,Unfit
1118,1.76,3.362,10.397,49,1.56,1.41,12.5,MF,Completed,Unfit
1159,1.672,2.895,10.031,34.9,1.71,1.48,7,GK,Completed,Unfit
1463.8,2.05,2.938,9.674,41,2.22,1.49,9,GK,Partial,Unfit
1376.8,2.028,3.044,9.561,49.4,1.95,1.63,12,MF,Partial,Unfit
1377.3,1.889,2.841,8.954,61.4,1.89,1.51,7,MF,Not Completed,Fit
947.9,1.773,2.531,9.292,560,1.44,1.54,10.6,FW,Completed,Unfit
1124.2,1.568,2.873,9.799,47.5,1.37,1.59,15.1,DF,Partial,Unfit
1305.3,1.751,2.952,9.865,56.2,1.85,1.61,8.9,FW,Partial,Fit
847.1,1.875,2.919,8.564,71.3,2.03,1.54,15,FW,Completed,Unfit
1321,2.101,3.04,10.283,52.2,1.22,1.21,8.3,MF,Completed,Unfit
1380.2,1.943,2.671,9.727,61.8,1.43,1.52,9.2,DF,Partial,Fit
1649.7,1.773,2.896,10.361,57.1,1.33,1.12,9.8,GK,Partial,Unfit
1885.5,1.783,2.305,10.202,77.4,2.11,1.08,13.9,DF,Completed,Unfit
1599,2.298,3.021,9.103,60.5,1.62,2.07,11.4,FW,Partial,Unfit
1368.5,1.715,2.919,9.527,54.8,1.48,0.96,8.4,DF,Partial,Unfit
1011.3,1.625,3.019,8.287,70.6,1.54,1.38,13,DF,Not Completed,Fit
1049.3,1.758,2.847,9.428,51.4,1.91,1.54,14.3,GK,Completed,Fit
1348.1,1.94,2.697,10.555,58.2,1.46,1.52,11,MF,Not Completed,Unfit
1189.5,1.844,2.809,10.622,44.6,1.5,1.38,7.2,MF,Not Completed,Unfit
1534.9,1.71,2.836,9.497,58.7,1.77,2.32,10.4,MF,Completed,Fit
1343.7,1.74,3.248,9.841,62.9,1.35,1.8,9.7,FW,Partial,Unfit
1338.2,2.089,2.985,10.484,62.1,2.29,1.42,10.3,DF,Partial,Unfit
1240.8,1.98,2.952,9.793,70,1.57,1.69,8.6,GK,Partial,Fit
1216.6,2.009,2.861,9.523,73.9,1.6,1.62,12,FW,Not Completed,Unfit
1276.8,1.972,3.146,10.598,72.7,1.73,1.53,11.3,MF,Not Completed,Unfit
1603.5,1.883,2.83,8.813,57.3,1.43,1.09,12.8,FW,Partial,Unfit
1269.8,1.968,2.755,8.933,63.2,1.85,1.99,10.8,GK,Partial,Fit
1042.4,1.887,3.576,9.742,65.2,1.74,1.69,12,FW,Partial,Unfit
1086.6,1.973,2.767,,72.1,1.77,1.44,12.1,GK,Not Completed,Fit
1124.6,1.769,2.908,9.319,55.3,1.73,1.61,7.4,DF,Partial,Fit
1734.2,1.771,2.562,10.459,56.5,1.79,1.5,10,DF,Not Completed,Fit
1498.1,1.743,2.773,10.366,41.1,1.97,1.11,12.3,FW,Not Completed,Unfit
1258.5,1.984,2.642,8.487,66.8,1.26,1.59,8.5,FW,Completed,Unfit
1437.8,1.928,2.97,9.572,38.5,1.53,1.06,11.3,FW,Partial,Unfit
1301.4,1.922,2.887,8.605,54.2,1.31,1.41,11.3,MF,Partial,Fit
1526,1.708,3.154,10.225,44.2,1.72,1.31,6.3,GK,Partial,Unfit
1474,1.903,3.291,10.206,,1.63,1.61,5.6,DF,Completed,Unfit
1217.3,1.773,2.7,9.779,42.1,1.9,1.24,9.2,GK,Completed,Unfit
1490.5,2.026,3.071,10.321,70.3,2.1,1.37,6.9,GK,Not Completed,Unfit
981,1.901,2.825,9.468,38.4,2.13,1.19,10.1,GK,Completed,Unfit
1207.4,1.826,2.807,9.852,56.5,1.5,1.64,15.2,GK,Partial,Unfit
1523.9,1.711,2.916,10.115,65.5,1.78,1.26,7.5,DF,Completed,Fit
1492.6,1.854,2.768,10.475,46.9,1.42,1.62,13.8,GK,Completed,Unfit
860.5,1.66,2.544,8.343,53.3,1.35,1.51,11.4,DF,Completed,Unfit
1676.8,1.931,3.263,8.814,58.6,1.78,1.55,8,MF,Completed,Unfit
1040.3,1.864,2.909,10.629,67.1,1.52,1.64,12.9,GK,Completed,Unfit
1327.4,2.048,2.859,9.275,57.4,1.95,1.43,8,MF,Completed,Unfit
1304.1,1.738,2.69,10.304,43.7,1.76,0.96,8.1,FW,Completed,Unfit
1412.9,1.989,2.694,8.914,,1.53,1.49,15.9,GK,Completed,Unfit
903.3,1.81,3.112,10.073,67.2,1.56,1.25,13.4,MF,Partial,Unfit
1565.4,1.995,2.93,10.707,42.5,2.3,1.62,5.5,MF,Partial,Unfit
1309.9,1.8,3.593,8.807,65.6,1.36,1.12,9.1,MF,Not Completed,Unfit
1440.9,1.723,2.815,8.87,59.3,1.73,1.39,7.8,GK,Completed,Fit
1447.9,1.995,3.026,10.105,51.9,1.59,1.54,9,DF,Completed,Fit
923.7,1.768,2.967,10.201,59,1.76,1.68,14.1,DF,Partial,Unfit
1361.6,1.715,3.158,10.137,58.8,1.52,1.31,12.4,GK,Completed,Unfit
1111.9,1.77,3.348,9.309,55.1,1.31,1.4,10.8,DF,Completed,Unfit
1360.9,1.693,3.374,9.946,66.8,1.81,1.52,12.3,FW,Not Completed,Unfit
1182.1,,2.89,9.266,66,1.26,1.81,11.9,DF,Not Completed,Unfit
1574.4,1.917,2.595,8.186,58.1,1.39,1.24,7.1,DF,Partial,Fit
1256.2,1.589,2.947,9.404,60.3,1.94,1.57,11.5,MF,Completed,Fit
1822.3,1.744,3.124,9.891,65.3,1.55,1.75,12.3,FW,Not Completed,Unfit
1193.1,1.753,3.079,9.632,40.6,1.31,1.83,4,DF,Partial,Unfit
1644.7,1.588,3.139,9.606,73.5,1.98,1.46,10.6,FW,Completed,Unfit
1421.3,1.897,2.892,9.763,56.3,1.71,1.09,9.7,FW,Not Completed,Unfit
1515.8,1.912,3.191,9.906,50.5,1.85,1.17,10.2,MF,Partial,Unfit
1752.1,2.102,3.157,9.241,52.9,1.61,1.65,17.5,GK,Partial,Unfit
1325.6,1.717,3.034,9.394,49,20.5,1.86,12.6,GK,Partial,Unfit
1347.6,1.873,2.202,8.305,54.1,1.81,1.45,8.7,FW,Partial,Fit
1835.5,1.906,3.223,9.05,52.8,1.84,1.07,13.5,GK,Partial,Unfit
1140.1,1.827,3.01,8.948,59.5,2.11,1.17,8.3,DF,Partial,Unfit
1292.6,1.845,30.23,9.725,54.9,1.68,1.36,11.8,DF,Completed,Fit
1164.6,2.025,2.822,9.429,47.6,1.32,1.45,6.3,GK,Not Completed,Unfit
1302.5,1.88,2.911,9.653,52.6,1.59,1.35,6.3,MF,Partial,Fit
1042.6,1.84,3.061,9.482,52.4,1.9,1.58,9.4,MF,Partial,Fit
1482,1.888,3.055,10.166,43.2,1.46,1.61,13.2,GK,Not Completed,Unfit
1505.6,1.84,2.666,10.282,67.9,1.52,1.38,9.8,DF,Not Completed,Fit
1149.8,1.628,2.97,8.485,58.4,1.54,1.36,4,GK,Partial,Fit
1078.9,1.722,2.856,9.336,50.4,1.94,1.51,10.5,DF,Partial,Fit
1362.2,2.072,2.885,9.06,39.9,2.14,1.4,5.7,MF,Completed,Unfit
1467.7,1.719,3.105,9.762,49.1,1.62,1.63,12.9,FW,Completed,Unfit
1386.3,1.93,2.856,10.714,49.4,1.36,1.63,8.3,DF,Not Completed,Unfit
1224.1,1.931,2.862,10.167,67.3,1.44,1.06,10.9,MF,Not Completed,Unfit
1116.9,1.856,3.164,9.988,32.7,1.97,1.26,12.9,GK,Partial,Unfit
1634.4,1.983,3.047,8.417,61.2,1.73,0.95,8.6,GK,Completed,Unfit
1522.1,1.963,3.237,8.762,43.3,1.78,1.58,10.3,DF,Not Completed,Unfit
806.2,1.766,2.914,9.254,56,1.83,1.53,4.5,DF,Partial,Unfit
1341.8,1.622,2.684,8.727,55.5,1.42,1.42,8.3,DF,Not Completed,Fit
1558.4,1.962,2.982,8.605,73.1,1.32,1.7,12,MF,Completed,Fit
1539,2.022,2.658,9.728,36.9,2.05,1.17,8,GK,Completed,Unfit
1495.6,1.786,2.989,9.115,58,1.4,1.1,130,MF,Not Completed,Unfit
1521.4,1.56,3.039,9.435,48.3,1.34,1.67,12.9,DF,Not Completed,Unfit
1334.6,1.744,2.901,9.806,40.7,1.6,1.67,8,DF,Completed,Unfit
1363.2,1.838,3.217,8.26,56.2,1.54,1.23,9.4,DF,Partial,Unfit
1232.7,1.817,2.67,9.253,53.4,2.02,1.59,11.5,MF,Not Completed,Fit
1392.4,1.806,3.218,8.228,57.9,1.88,2.02,10,MF,Not Completed,Unfit
1163.2,1.897,3.305,8.997,34.9,1.56,1.07,13.1,MF,Partial,Unfit
1165,1.677,,8.652,58.4,1.48,1.48,7.4,FW,Not Completed,Fit
1563.4,1.803,3.109,9.586,54,1.56,1.5,8.1,FW,Completed,Unfit
1346.6,1.742,3.175,8.91,54.1,1.62,1.98,13.1,MF,Partial,Unfit
1528.1,,2.93,9.117,70.9,1.35,1.66,14.2,MF,Partial,Unfit
1365.9,1.819,2.885,10.562,53.3,1.99,1.74,10.1,DF,Partial,Unfit
1402.1,1.618,2.735,9.464,61.2,1.39,1.03,13.1,FW,Not Completed,Unfit
1217.6,1.628,2.734,9.822,74.7,1.9,1.48,10.6,MF,Not Completed,Fit
1029.6,1.954,2.844,9.856,62.9,1.26,1.37,6.9,DF,Partial,Unfit
,1.75,3.05,7.939,53.5,1.28,1.25,11,DF,Completed,Unfit
1748.6,1.811,3.121,8.163,79.2,1.72,1.23,15.1,GK,Not Completed,Unfit
1202.3,1.869,2.817,9.607,48,1.37,1.3,11.7,GK,Completed,Unfit
1365.8,1.772,2.852,9.92,39.8,2.08,1.52,10.4,GK,Partial,Unfit
1609.2,,2.957,10.661,46.7,1.73,1.18,14.6,FW,Completed,Unfit
1264.3,1.991,3.108,9.452,52.2,1.25,1.66,10.7,DF,Completed,Unfit
1179.2,1.787,2.681,8.775,48,2.19,1.34,7,FW,Completed,Unfit
1409,1.866,,9.532,48.4,1.61,1.39,13.8,FW,Completed,Unfit
879.6,2.104,2.812,9.146,54.5,1.72,1.48,11.9,DF,Partial,Unfit
1021.5,1.54,2.997,9.677,72,1.57,12.1,7.3,FW,Partial,Fit
1215,1.931,2.544,9.404,37.5,1.85,1.41,12.8,GK,Partial,Unfit
1323.1,,2.824,11.124,60.2,1.7,1.61,8,DF,Completed,Unfit
1219.3,1.832,3.322,9.519,46.4,1.81,0.99,12.8,MF,Completed,Unfit
1848.5,1.736,2.824,,62.1,1.5,1.25,11.3,DF,Partial,Fit
1596.3,1.967,3.141,10.933,62,1.51,1.62,11.3,DF,Completed,Unfit
1050.7,1.76,2.815,9.709,63,1.67,1.37,9.1,GK,Partial,Fit
